Order	Family	Genus	Species	Island_endemicity_Strict_definition	Island_endemicity_Classical_definition	Extinct_or_extant										
RODENTIA	CRICETIDAE	Peromyscus	yucatanicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Peromyscus	zarhynchus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Peropteryx	kappleri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Peropteryx	leucoptera	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Peropteryx	macrotis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Peropteryx	pallidoptera	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurillus	kinlochii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	alborufus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	elegans	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	magnificus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	mechukaensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	mishmiensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	nobilis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	petaurista	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	philippensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petaurista	xanthotis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PSEUDOCHEIRIDAE	Petauroides	volans	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PETAURIDAE	Petaurus	australis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PETAURIDAE	Petaurus	breviceps	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PETAURIDAE	Petaurus	gracilis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PETAURIDAE	Petaurus	norfolcensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petinomys	fuscocapillus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petinomys	genibarbis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petinomys	setosus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Petinomys	vordermanni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Petrodromus	tetradactylus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	assimilis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	brachyotis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	burbidgei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	coenensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	concinna	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	godmani	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	herberti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	inornata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	lateralis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	mareeba	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	penicillata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	persephone	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	purpureicollis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	rothschildi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	sharmani	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Petrogale	xanthopus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	PETROMURIDAE	Petromus	typicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Petromyscus	barbouri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Petromyscus	collinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Petromyscus	monticularis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Petromyscus	shortridgei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PSEUDOCHEIRIDAE	Petropseudes	dahli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	SUIDAE	Phacochoerus	aethiopicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	SUIDAE	Phacochoerus	africanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phaenomys	ferrugineus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phaiomys	leucurus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PHALANGERIDAE	Phalanger	mimicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Phascogale	calura	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Phascogale	pirata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Phascogale	tapoatafa	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PHASCOLARCTIDAE	Phascolarctos	cinereus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	VOMBATIDAE	Phascolonus	gigas	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PHOLIDOTA	MANIDAE	Phataginus	tetradactyla	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PHOLIDOTA	MANIDAE	Phataginus	tricuspis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phenacomys	intermedius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phenacomys	ungava	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Philander	andersoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Philander	deltae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Philander	frenatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Philander	mcilhennyi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Philander	mondolfii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Philander	olrogi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Philander	opossum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Philantomba	maxwellii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Philantomba	monticola	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Philantomba	walteri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Philetor	brachypterus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	PHOCIDAE	Phoca	largha	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	PHOCIDAE	Phoca	vitulina	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	OTARIIDAE	Phocarctos	hookeri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	PHOCOENIDAE	Phocoena	dioptrica	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	PHOCOENIDAE	Phocoena	phocoena	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	PHOCOENIDAE	Phocoena	sinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	PHOCOENIDAE	Phocoena	spinipinnis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	PHOCOENIDAE	Phocoenoides	dalli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phodopus	campbelli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phodopus	roborovskii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phodopus	sungorus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Phoniscus	atrox	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Phoniscus	jagorii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Phoniscus	papuensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Phylloderma	stenops	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	blainvillii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	brasiliensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	dasythrix	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	kerri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	lamarum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	lundi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	mantiqueirensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	medius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	nigrispinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	pattoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	sulinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Phyllomys	unicolor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Phyllostomus	discolor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Phyllostomus	elongatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Phyllostomus	hastatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Phyllostomus	latifolius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	amicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	andium	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	anitae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	bonariensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	caprinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	darwini	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	definitus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	gerbillus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	haggardi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	limatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	magister	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	osgoodi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	osilae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	wolffsohni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Phyllotis	xanthopygus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	PHYSETERIDAE	Physeter	macrocephalus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	badius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	bouvieri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	epieni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	gordonorum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	oustaleti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	pennantii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	preussi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	rufomitratus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	temminckii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	tephrosceles	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	tholloni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Piliocolobus	waldronae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	abramus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	adamsi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	aero	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	alaschanicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	anchietae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	arabicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	ariel	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	cadornae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	ceylonicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	coromandra	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	crassulus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	eisentrauti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	hanaki	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	hesperidus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	hesperus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	inexspectatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	javanicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	kuhlii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	musciculus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	nanulus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	nathusii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	paterculus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	permixtus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	pipistrellus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	pulveratus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	pygmaeus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	rueppellii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	rusticus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	stenopterus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	subflavus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	tenuis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Pipistrellus	westralis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Pithecheir	parvus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	PITHECIIDAE	Pithecia	aequatorialis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	PITHECIIDAE	Pithecia	albicans	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	PITHECIIDAE	Pithecia	chrysocephala	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	PITHECIIDAE	Pithecia	milleri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	PITHECIIDAE	Pithecia	pithecia	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	PITHECIIDAE	Pithecia	vanzolinii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Planigale	gilesi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Planigale	ingrami	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Planigale	maculata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Planigale	tenuirostris	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	PLATACANTHOMYIDAE	Platacanthomys	lasiurus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platalina	genovensium	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	PLATANISTIDAE	Platanista	gangetica	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	TAYASSUIDAE	Platygonus	compressus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CHIROPTERA	MOLOSSIDAE	Platymops	setiger	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	albericoi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	aquilus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	aurarius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	brachycephalus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	chocoensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	dorsalis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	helleri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Platyrrhinus	infuscus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
